"On-time Graduation Rate"
10/12/2024

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2023,DIV,"Harrisonburg City Public Schools",Migrant,<,<,100,<,100
2023,DIV,"Harrisonburg City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Harrisonburg City Public Schools","Multiple Races",22,22,100,22,100
2023,DIV,"Harrisonburg City Public Schools","Students with Disabilities",26,23,88.5,23,88.5
2023,DIV,"Harrisonburg City Public Schools",White,145,142,97.9,143,98.6
2023,DIV,"Henrico County Public Schools","All Students",4211,3820,90.7,3865,91.8
2023,DIV,"Henrico County Public Schools","American Indian",<,<,<,<,<
2023,DIV,"Henrico County Public Schools",Asian,470,453,96.4,457,97.2
2023,DIV,"Henrico County Public Schools",Black,1514,1356,89.6,1363,90
2023,DIV,"Henrico County Public Schools","Economically Disadvantaged",1697,1439,84.8,1460,86
2023,DIV,"Henrico County Public Schools","English Learners",277,198,71.5,198,71.5
2023,DIV,"Henrico County Public Schools",Female,2047,1919,93.7,1936,94.6
2023,DIV,"Henrico County Public Schools","Foster Care",29,16,55.2,16,55.2
2023,DIV,"Henrico County Public Schools",Hispanic,501,400,79.8,406,81
2023,DIV,"Henrico County Public Schools",Homeless,80,60,75,62,77.5
2023,DIV,"Henrico County Public Schools",Male,2164,1901,87.8,1929,89.1
2023,DIV,"Henrico County Public Schools","Military Connected",41,38,92.7,39,95.1
2023,DIV,"Henrico County Public Schools","Multiple Races",212,191,90.1,194,91.5
2023,DIV,"Henrico County Public Schools","Native Hawaiian",<,<,<,<,<
2023,DIV,"Henrico County Public Schools","Students with Disabilities",545,460,84.4,472,86.6
2023,DIV,"Henrico County Public Schools",White,1500,1409,93.9,1433,95.5
2023,DIV,"Henry County Public Schools","All Students",560,469,83.8,480,85.7
2023,DIV,"Henry County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Henry County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Henry County Public Schools",Black,129,110,85.3,111,86
2023,DIV,"Henry County Public Schools","Economically Disadvantaged",361,282,78.1,292,80.9
2023,DIV,"Henry County Public Schools","English Learners",17,12,70.6,12,70.6
2023,DIV,"Henry County Public Schools",Female,270,240,88.9,243,90
2023,DIV,"Henry County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Henry County Public Schools",Hispanic,103,83,80.6,84,81.6
2023,DIV,"Henry County Public Schools",Homeless,10,5,50,6,60
2023,DIV,"Henry County Public Schools",Male,290,229,79,237,81.7
2023,DIV,"Henry County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Henry County Public Schools","Multiple Races",36,29,80.6,30,83.3
2023,DIV,"Henry County Public Schools","Students with Disabilities",87,73,83.9,75,86.2
2023,DIV,"Henry County Public Schools",White,288,243,84.4,251,87.2
2023,DIV,"Highland County Public Schools","All Students",10,10,100,10,100
2023,DIV,"Highland County Public Schools","Economically Disadvantaged",<,<,100,<,100
2023,DIV,"Highland County Public Schools",Female,<,<,100,<,100
2023,DIV,"Highland County Public Schools",Male,<,<,100,<,100
2023,DIV,"Highland County Public Schools","Students with Disabilities",<,<,100,<,100
2023,DIV,"Highland County Public Schools",White,10,10,100,10,100
2023,DIV,"Hopewell City Public Schools","All Students",267,254,95.1,254,95.1
2023,DIV,"Hopewell City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Hopewell City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Hopewell City Public Schools",Black,167,158,94.6,158,94.6
2023,DIV,"Hopewell City Public Schools","Economically Disadvantaged",190,178,93.7,178,93.7
2023,DIV,"Hopewell City Public Schools","English Learners",12,12,100,12,100
2023,DIV,"Hopewell City Public Schools",Female,133,131,98.5,131,98.5
2023,DIV,"Hopewell City Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Hopewell City Public Schools",Hispanic,34,33,97.1,33,97.1
2023,DIV,"Hopewell City Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Hopewell City Public Schools",Male,134,123,91.8,123,91.8
2023,DIV,"Hopewell City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Hopewell City Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Hopewell City Public Schools","Students with Disabilities",34,32,94.1,32,94.1
2023,DIV,"Hopewell City Public Schools",White,59,56,94.9,56,94.9
2023,DIV,"Isle of Wight County Public Schools","All Students",447,414,92.6,417,93.3
2023,DIV,"Isle of Wight County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Isle of Wight County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Isle of Wight County Public Schools",Black,123,109,88.6,110,89.4
2023,DIV,"Isle of Wight County Public Schools","Economically Disadvantaged",166,144,86.7,146,88
2023,DIV,"Isle of Wight County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Isle of Wight County Public Schools",Female,223,211,94.6,213,95.5
2023,DIV,"Isle of Wight County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Isle of Wight County Public Schools",Hispanic,27,27,100,27,100
2023,DIV,"Isle of Wight County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Isle of Wight County Public Schools",Male,224,203,90.6,204,91.1
2023,DIV,"Isle of Wight County Public Schools","Military Connected",18,17,94.4,17,94.4
2023,DIV,"Isle of Wight County Public Schools","Multiple Races",29,29,100,29,100
2023,DIV,"Isle of Wight County Public Schools","Native Hawaiian",<,<,<,<,<
2023,DIV,"Isle of Wight County Public Schools","Students with Disabilities",58,48,82.8,48,82.8
2023,DIV,"Isle of Wight County Public Schools",White,260,242,93.1,244,93.8
2023,DIV,"King George County Public Schools","All Students",358,326,91.1,327,91.3
2023,DIV,"King George County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"King George County Public Schools",Asian,<,<,100,<,100
2023,DIV,"King George County Public Schools",Black,62,55,88.7,55,88.7
2023,DIV,"King George County Public Schools","Economically Disadvantaged",121,103,85.1,104,86
2023,DIV,"King George County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"King George County Public Schools",Female,173,161,93.1,162,93.6
2023,DIV,"King George County Public Schools",Hispanic,38,36,94.7,36,94.7
2023,DIV,"King George County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"King George County Public Schools",Male,185,165,89.2,165,89.2
2023,DIV,"King George County Public Schools","Military Connected",32,29,90.6,29,90.6
2023,DIV,"King George County Public Schools","Multiple Races",35,34,97.1,34,97.1
2023,DIV,"King George County Public Schools","Students with Disabilities",36,30,83.3,30,83.3
2023,DIV,"King George County Public Schools",White,217,195,89.9,196,90.3
2023,DIV,"King William County Public Schools","All Students",150,141,94,141,94
2023,DIV,"King William County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"King William County Public Schools",Black,19,17,89.5,17,89.5
2023,DIV,"King William County Public Schools","Economically Disadvantaged",49,43,87.8,43,87.8
2023,DIV,"King William County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"King William County Public Schools",Female,78,75,96.2,75,96.2
2023,DIV,"King William County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"King William County Public Schools",Male,72,66,91.7,66,91.7
2023,DIV,"King William County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"King William County Public Schools","Multiple Races",<,<,<,<,<
2023,DIV,"King William County Public Schools","Students with Disabilities",25,21,84,21,84
2023,DIV,"King William County Public Schools",White,117,112,95.7,112,95.7
2023,DIV,"King and Queen County Public Schools","All Students",34,29,85.3,30,88.2
2023,DIV,"King and Queen County Public Schools",Asian,<,<,100,<,100
2023,DIV,"King and Queen County Public Schools",Black,<,<,100,<,100
2023,DIV,"King and Queen County Public Schools","Economically Disadvantaged",18,14,77.8,15,83.3
2023,DIV,"King and Queen County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"King and Queen County Public Schools",Female,18,17,94.4,17,94.4
2023,DIV,"King and Queen County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"King and Queen County Public Schools",Male,16,12,75,13,81.3
2023,DIV,"King and Queen County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"King and Queen County Public Schools","Students with Disabilities",<,<,<,<,<
2023,DIV,"King and Queen County Public Schools",White,18,13,72.2,14,77.8
2023,DIV,"Lancaster County Public Schools","All Students",78,71,91,71,91
2023,DIV,"Lancaster County Public Schools",Black,35,30,85.7,30,85.7
2023,DIV,"Lancaster County Public Schools","Economically Disadvantaged",42,37,88.1,37,88.1
2023,DIV,"Lancaster County Public Schools",Female,28,24,85.7,24,85.7
2023,DIV,"Lancaster County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Lancaster County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Lancaster County Public Schools",Male,50,47,94,47,94
2023,DIV,"Lancaster County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Lancaster County Public Schools","Students with Disabilities",12,11,91.7,11,91.7
2023,DIV,"Lancaster County Public Schools",White,37,35,94.6,35,94.6
2023,DIV,"Lee County Public Schools","All Students",211,183,86.7,188,89.1
2023,DIV,"Lee County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Lee County Public Schools",Black,<,<,100,<,100
2023,DIV,"Lee County Public Schools","Economically Disadvantaged",145,121,83.4,124,85.5
2023,DIV,"Lee County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Lee County Public Schools",Female,108,98,90.7,100,92.6
2023,DIV,"Lee County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Lee County Public Schools",Hispanic,<,<,<,<,<
2023,DIV,"Lee County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Lee County Public Schools",Male,103,85,82.5,88,85.4
2023,DIV,"Lee County Public Schools","Multiple Races",<,<,<,<,<
2023,DIV,"Lee County Public Schools","Students with Disabilities",38,35,92.1,35,92.1
2023,DIV,"Lee County Public Schools",White,199,173,86.9,178,89.4
2023,DIV,"Loudoun County Public Schools","All Students",6769,6571,97.1,6613,97.7
2023,DIV,"Loudoun County Public Schools","American Indian",24,23,95.8,23,95.8
2023,DIV,"Loudoun County Public Schools",Asian,1560,1549,99.3,1552,99.5
2023,DIV,"Loudoun County Public Schools",Black,498,484,97.2,489,98.2
2023,DIV,"Loudoun County Public Schools","Economically Disadvantaged",1445,1336,92.5,1362,94.3
2023,DIV,"Loudoun County Public Schools","English Learners",562,455,81,467,83.1
2023,DIV,"Loudoun County Public Schools",Female,3265,3178,97.3,3200,98
2023,DIV,"Loudoun County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Loudoun County Public Schools",Hispanic,1258,1128,89.7,1142,90.8
2023,DIV,"Loudoun County Public Schools",Homeless,75,57,76,59,78.7
2023,DIV,"Loudoun County Public Schools",Male,3495,3386,96.9,3406,97.5
2023,DIV,"Loudoun County Public Schools","Military Connected",107,107,100,107,100
2023,DIV,"Loudoun County Public Schools","Multiple Races",374,365,97.6,368,98.4
2023,DIV,"Loudoun County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Loudoun County Public Schools","Students with Disabilities",687,654,95.2,665,96.8
2023,DIV,"Loudoun County Public Schools",White,3049,3016,98.9,3033,99.5
2023,DIV,"Louisa County Public Schools","All Students",402,380,94.5,382,95
2023,DIV,"Louisa County Public Schools","American Indian",<,<,<,<,<
2023,DIV,"Louisa County Public Schools",Asian,<,<,<,<,<
2023,DIV,"Louisa County Public Schools",Black,66,64,97,64,97
2023,DIV,"Louisa County Public Schools","Economically Disadvantaged",180,162,90,163,90.6
2023,DIV,"Louisa County Public Schools","English Learners",11,11,100,11,100
2023,DIV,"Louisa County Public Schools",Female,194,186,95.9,186,95.9
2023,DIV,"Louisa County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Louisa County Public Schools",Hispanic,27,27,100,27,100
2023,DIV,"Louisa County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Louisa County Public Schools",Male,208,194,93.3,196,94.2
2023,DIV,"Louisa County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Louisa County Public Schools","Multiple Races",35,32,91.4,32,91.4
2023,DIV,"Louisa County Public Schools","Students with Disabilities",77,72,93.5,72,93.5
2023,DIV,"Louisa County Public Schools",White,265,250,94.3,252,95.1
2023,DIV,"Lunenburg County Public Schools","All Students",132,127,96.2,130,98.5
2023,DIV,"Lunenburg County Public Schools","American Indian",<,<,<,<,<
2023,DIV,"Lunenburg County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Lunenburg County Public Schools",Black,45,45,100,45,100
2023,DIV,"Lunenburg County Public Schools","Economically Disadvantaged",74,71,95.9,73,98.6
2023,DIV,"Lunenburg County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Lunenburg County Public Schools",Female,60,59,98.3,59,98.3
2023,DIV,"Lunenburg County Public Schools",Hispanic,16,15,93.8,15,93.8
2023,DIV,"Lunenburg County Public Schools",Male,72,68,94.4,71,98.6
2023,DIV,"Lunenburg County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Lunenburg County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Lunenburg County Public Schools","Students with Disabilities",13,13,100,13,100
2023,DIV,"Lunenburg County Public Schools",White,63,60,95.2,63,100
2023,DIV,"Lynchburg City Public Schools","All Students",572,463,80.9,500,87.4
2023,DIV,"Lynchburg City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Lynchburg City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Lynchburg City Public Schools",Black,266,203,76.3,223,83.8
2023,DIV,"Lynchburg City Public Schools","Economically Disadvantaged",300,231,77,253,84.3
2023,DIV,"Lynchburg City Public Schools","English Learners",13,11,84.6,12,92.3
2023,DIV,"Lynchburg City Public Schools",Female,271,232,85.6,250,92.3
2023,DIV,"Lynchburg City Public Schools","Foster Care",14,8,57.1,11,78.6
2023,DIV,"Lynchburg City Public Schools",Hispanic,44,36,81.8,38,86.4
2023,DIV,"Lynchburg City Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Lynchburg City Public Schools",Male,301,231,76.7,250,83.1
2023,DIV,"Lynchburg City Public Schools","Military Connected",<,<,<,<,<
2023,DIV,"Lynchburg City Public Schools","Multiple Races",57,45,78.9,50,87.7
2023,DIV,"Lynchburg City Public Schools","Students with Disabilities",53,37,69.8,42,79.2
2023,DIV,"Lynchburg City Public Schools",White,197,171,86.8,181,91.9
2023,DIV,"Madison County Public Schools","All Students",135,129,95.6,131,97
2023,DIV,"Madison County Public Schools",Black,15,15,100,15,100
2023,DIV,"Madison County Public Schools","Economically Disadvantaged",44,39,88.6,41,93.2
2023,DIV,"Madison County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Madison County Public Schools",Female,67,66,98.5,66,98.5
2023,DIV,"Madison County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Madison County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Madison County Public Schools",Male,68,63,92.6,65,95.6
2023,DIV,"Madison County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Madison County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Madison County Public Schools","Students with Disabilities",11,10,90.9,11,100
2023,DIV,"Madison County Public Schools",White,108,102,94.4,104,96.3
2023,DIV,"Manassas City Public Schools","All Students",539,486,90.2,488,90.5
2023,DIV,"Manassas City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Manassas City Public Schools",Asian,19,19,100,19,100
2023,DIV,"Manassas City Public Schools",Black,44,41,93.2,41,93.2
2023,DIV,"Manassas City Public Schools","Economically Disadvantaged",260,233,89.6,234,90
2023,DIV,"Manassas City Public Schools","English Learners",110,83,75.5,83,75.5
2023,DIV,"Manassas City Public Schools",Female,267,248,92.9,250,93.6
2023,DIV,"Manassas City Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Manassas City Public Schools",Hispanic,372,329,88.4,329,88.4
2023,DIV,"Manassas City Public Schools",Male,272,238,87.5,238,87.5
2023,DIV,"Manassas City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Manassas City Public Schools","Multiple Races",28,25,89.3,26,92.9
2023,DIV,"Manassas City Public Schools","Students with Disabilities",57,52,91.2,52,91.2
2023,DIV,"Manassas City Public Schools",White,75,71,94.7,72,96
2023,DIV,"Manassas Park City Public Schools","All Students",282,255,90.4,258,91.5
2023,DIV,"Manassas Park City Public Schools",Asian,17,17,100,17,100
2023,DIV,"Manassas Park City Public Schools",Black,17,17,100,17,100
2023,DIV,"Manassas Park City Public Schools","Economically Disadvantaged",131,124,94.7,125,95.4
2023,DIV,"Manassas Park City Public Schools","English Learners",78,59,75.6,61,78.2
2023,DIV,"Manassas Park City Public Schools",Female,122,110,90.2,111,91
2023,DIV,"Manassas Park City Public Schools",Hispanic,205,180,87.8,183,89.3
2023,DIV,"Manassas Park City Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Manassas Park City Public Schools",Male,160,145,90.6,147,91.9
2023,DIV,"Manassas Park City Public Schools","Military Connected",<,<,<,<,<
2023,DIV,"Manassas Park City Public Schools","Multiple Races",11,11,100,11,100
2023,DIV,"Manassas Park City Public Schools","Students with Disabilities",33,30,90.9,30,90.9
2023,DIV,"Manassas Park City Public Schools",White,32,30,93.8,30,93.8
2023,DIV,"Martinsville City Public Schools","All Students",137,119,86.9,119,86.9
2023,DIV,"Martinsville City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Martinsville City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Martinsville City Public Schools",Black,82,75,91.5,75,91.5
2023,DIV,"Martinsville City Public Schools","Economically Disadvantaged",88,79,89.8,79,89.8
2023,DIV,"Martinsville City Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Martinsville City Public Schools",Female,67,61,91,61,91
2023,DIV,"Martinsville City Public Schools",Hispanic,20,15,75,15,75
2023,DIV,"Martinsville City Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Martinsville City Public Schools",Male,70,58,82.9,58,82.9
2023,DIV,"Martinsville City Public Schools","Multiple Races",<,<,<,<,<
2023,DIV,"Martinsville City Public Schools","Students with Disabilities",13,11,84.6,11,84.6
2023,DIV,"Martinsville City Public Schools",White,27,22,81.5,22,81.5
2023,DIV,"Mathews County Public Schools","All Students",68,64,94.1,64,94.1
2023,DIV,"Mathews County Public Schools",Black,<,<,100,<,100
2023,DIV,"Mathews County Public Schools","Economically Disadvantaged",16,14,87.5,14,87.5
2023,DIV,"Mathews County Public Schools",Female,44,42,95.5,42,95.5
2023,DIV,"Mathews County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Mathews County Public Schools",Male,24,22,91.7,22,91.7
2023,DIV,"Mathews County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Mathews County Public Schools","Multiple Races",<,<,<,<,<
2023,DIV,"Mathews County Public Schools","Students with Disabilities",<,<,<,<,<
2023,DIV,"Mathews County Public Schools",White,59,56,94.9,56,94.9
2023,DIV,"Mecklenburg County Public Schools","All Students",307,266,86.6,268,87.3
2023,DIV,"Mecklenburg County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Mecklenburg County Public Schools",Black,132,111,84.1,112,84.8
2023,DIV,"Mecklenburg County Public Schools","Economically Disadvantaged",171,150,87.7,152,88.9
2023,DIV,"Mecklenburg County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Mecklenburg County Public Schools",Female,143,132,92.3,134,93.7
2023,DIV,"Mecklenburg County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Mecklenburg County Public Schools",Hispanic,23,20,87,20,87
2023,DIV,"Mecklenburg County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Mecklenburg County Public Schools",Male,164,134,81.7,134,81.7
2023,DIV,"Mecklenburg County Public Schools","Military Connected",<,<,<,<,<
2023,DIV,"Mecklenburg County Public Schools","Multiple Races",11,9,81.8,9,81.8
2023,DIV,"Mecklenburg County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Mecklenburg County Public Schools","Students with Disabilities",33,28,84.8,28,84.8
2023,DIV,"Mecklenburg County Public Schools",White,137,122,89.1,123,89.8
2023,DIV,"Middlesex County Public Schools","All Students",78,75,96.2,75,96.2
2023,DIV,"Middlesex County Public Schools",Black,15,14,93.3,14,93.3
2023,DIV,"Middlesex County Public Schools","Economically Disadvantaged",50,47,94,47,94
2023,DIV,"Middlesex County Public Schools",Female,31,29,93.5,29,93.5
2023,DIV,"Middlesex County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Middlesex County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Middlesex County Public Schools",Male,47,46,97.9,46,97.9
2023,DIV,"Middlesex County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Middlesex County Public Schools","Students with Disabilities",15,15,100,15,100
2023,DIV,"Middlesex County Public Schools",White,56,54,96.4,54,96.4
2023,DIV,"Montgomery County Public Schools","All Students",731,696,95.2,699,95.6
2023,DIV,"Montgomery County Public Schools",Asian,29,29,100,29,100
2023,DIV,"Montgomery County Public Schools",Black,19,15,78.9,15,78.9
2023,DIV,"Montgomery County Public Schools","Economically Disadvantaged",251,230,91.6,232,92.4
2023,DIV,"Montgomery County Public Schools","English Learners",23,20,87,20,87
2023,DIV,"Montgomery County Public Schools",Female,333,323,97,324,97.3
2023,DIV,"Montgomery County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Montgomery County Public Schools",Hispanic,50,45,90,46,92
2023,DIV,"Montgomery County Public Schools",Homeless,21,20,95.2,20,95.2
2023,DIV,"Montgomery County Public Schools",Male,391,366,93.6,368,94.1
2023,DIV,"Montgomery County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Montgomery County Public Schools","Multiple Races",45,44,97.8,45,100
2023,DIV,"Montgomery County Public Schools","Students with Disabilities",80,77,96.3,77,96.3
2023,DIV,"Montgomery County Public Schools",White,588,563,95.7,564,95.9
2023,DIV,"Nelson County Public Schools","All Students",116,107,92.2,110,94.8
2023,DIV,"Nelson County Public Schools",Black,15,14,93.3,14,93.3
2023,DIV,"Nelson County Public Schools","Economically Disadvantaged",72,63,87.5,66,91.7
2023,DIV,"Nelson County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Nelson County Public Schools",Female,58,55,94.8,55,94.8
2023,DIV,"Nelson County Public Schools",Hispanic,<,<,<,<,<
2023,DIV,"Nelson County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Nelson County Public Schools",Male,58,52,89.7,55,94.8
2023,DIV,"Nelson County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Nelson County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Nelson County Public Schools","Students with Disabilities",23,20,87,20,87
2023,DIV,"Nelson County Public Schools",White,85,79,92.9,82,96.5
2023,DIV,"New Kent County Public Schools","All Students",281,267,95,269,95.7
2023,DIV,"New Kent County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"New Kent County Public Schools",Asian,<,<,100,<,100
2023,DIV,"New Kent County Public Schools",Black,47,41,87.2,41,87.2
2023,DIV,"New Kent County Public Schools","Economically Disadvantaged",67,62,92.5,62,92.5
2023,DIV,"New Kent County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"New Kent County Public Schools",Female,140,137,97.9,137,97.9
2023,DIV,"New Kent County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"New Kent County Public Schools",Hispanic,15,13,86.7,13,86.7
2023,DIV,"New Kent County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"New Kent County Public Schools",Male,141,130,92.2,132,93.6
2023,DIV,"New Kent County Public Schools","Military Connected",17,17,100,17,100
2023,DIV,"New Kent County Public Schools","Multiple Races",15,15,100,15,100
2023,DIV,"New Kent County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"New Kent County Public Schools","Students with Disabilities",24,23,95.8,23,95.8
2023,DIV,"New Kent County Public Schools",White,195,189,96.9,191,97.9
2023,DIV,"Newport News City Public Schools","All Students",1732,1613,93.1,1662,96
2023,DIV,"Newport News City Public Schools","American Indian",<,<,<,<,<
2023,DIV,"Newport News City Public Schools",Asian,50,50,100,50,100
2023,DIV,"Newport News City Public Schools",Black,901,830,92.1,858,95.2
2023,DIV,"Newport News City Public Schools","Economically Disadvantaged",916,871,95.1,884,96.5
2023,DIV,"Newport News City Public Schools","English Learners",72,68,94.4,68,94.4
2023,DIV,"Newport News City Public Schools",Female,871,821,94.3,841,96.6
2023,DIV,"Newport News City Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Newport News City Public Schools",Hispanic,259,243,93.8,248,95.8
2023,DIV,"Newport News City Public Schools",Homeless,40,34,85,35,87.5
2023,DIV,"Newport News City Public Schools",Male,853,784,91.9,813,95.3
2023,DIV,"Newport News City Public Schools","Military Connected",123,118,95.9,121,98.4
2023,DIV,"Newport News City Public Schools","Multiple Races",120,111,92.5,114,95
2023,DIV,"Newport News City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Newport News City Public Schools","Students with Disabilities",220,205,93.2,209,95
2023,DIV,"Newport News City Public Schools",White,393,371,94.4,384,97.7
2023,DIV,"Norfolk City Public Schools","All Students",1818,1472,81,1504,82.7
2023,DIV,"Norfolk City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Norfolk City Public Schools",Asian,52,52,100,52,100
2023,DIV,"Norfolk City Public Schools",Black,1070,828,77.4,848,79.3
2023,DIV,"Norfolk City Public Schools","Economically Disadvantaged",1044,835,80,856,82
2023,DIV,"Norfolk City Public Schools","English Learners",68,50,73.5,51,75
2023,DIV,"Norfolk City Public Schools",Female,915,774,84.6,784,85.7
2023,DIV,"Norfolk City Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Norfolk City Public Schools",Hispanic,202,157,77.7,159,78.7
2023,DIV,"Norfolk City Public Schools",Homeless,47,34,72.3,34,72.3
2023,DIV,"Norfolk City Public Schools",Male,903,698,77.3,720,79.7
2023,DIV,"Norfolk City Public Schools","Military Connected",188,180,95.7,180,95.7
2023,DIV,"Norfolk City Public Schools","Multiple Races",116,98,84.5,101,87.1
2023,DIV,"Norfolk City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Norfolk City Public Schools","Students with Disabilities",213,170,79.8,175,82.2
2023,DIV,"Norfolk City Public Schools",White,367,326,88.8,333,90.7
2023,DIV,"Northampton County Public Schools","All Students",111,97,87.4,98,88.3
2023,DIV,"Northampton County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Northampton County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Northampton County Public Schools",Black,54,49,90.7,49,90.7
2023,DIV,"Northampton County Public Schools","Economically Disadvantaged",75,66,88,67,89.3
2023,DIV,"Northampton County Public Schools","English Learners",13,8,61.5,8,61.5
2023,DIV,"Northampton County Public Schools",Female,53,48,90.6,48,90.6
2023,DIV,"Northampton County Public Schools",Hispanic,28,22,78.6,22,78.6
2023,DIV,"Northampton County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Northampton County Public Schools",Male,58,49,84.5,50,86.2
2023,DIV,"Northampton County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Northampton County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Northampton County Public Schools","Students with Disabilities",18,16,88.9,16,88.9
2023,DIV,"Northampton County Public Schools",White,22,19,86.4,20,90.9
2023,DIV,"Northumberland County Public Schools","All Students",95,91,95.8,91,95.8
2023,DIV,"Northumberland County Public Schools",Black,33,32,97,32,97
2023,DIV,"Northumberland County Public Schools","Economically Disadvantaged",52,49,94.2,49,94.2
2023,DIV,"Northumberland County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Northumberland County Public Schools",Female,44,44,100,44,100
2023,DIV,"Northumberland County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Northumberland County Public Schools",Male,51,47,92.2,47,92.2
